manageNo,parkNm,parkSe,rdnmadr,lnmadr,latitude,longitude,parkAr,appnNtfcDate,institutionNm,phoneNumber,referenceDate,insttCode
11305-00021,미아,어린이공원,,서울특별시 강북구 송중동 8-73,37.6152567,127.0375807,992.0,,서울특별시 강북구청,02-901-6952,2023-08-21,3080000
11305-00022,미,소공원,,서울특별시 강북구 송중동 71-1,37.6137937,127.0305656,424.4,,서울특별시 강북구청,02-901-6952,2023-08-21,3080000
11305-00023,번남,어린이공원,,서울특별시 강북구 번1동 447-1,37.6357586,127.0247969,1014.9,1965-11-08,서울특별시 강북구청,02-901-6952,2023-08-21,3080000
11305-00024,논골,어린이공원,,서울특별시 강북구 번1동 417-27,37.6386856,127.0279086,991.7,1965-11-08,서울특별시 강북구청,02-901-6952,2023-08-21,3080000
11305-00025,샛강,어린이공원,,서울특별시 강북구 번1동 472-44,37.6395202,127.0329966,858.2,1971-08-06,서울특별시 강북구청,02-901-6952,2023-08-21,3080000
11560-00024,영일어린이공원,어린이공원,,서울특별시 영등포구 영등포동 647-3,37.51015183,126.903919,5413.0,1999-02-03,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11560-00025,중마루근린공원,근린공원,서울특별시 영등포구 영등포로53길 14,서울특별시 영등포구 영등포동2가 222,37.519919,126.911497,6456.0,1998-10-15,서울특별시 영등포구청,02-2670-3716,2023-10-10,3180000
11560-00026,꿈에그린어린이공원,어린이공원,,서울특별시 영등포구 신길동 4937-1,37.50300166,126.9088394,1619.0,2005-04-07,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11560-00027,문래소공원,소공원,,서울특별시 영등포구 문래동6가 25-1,37.5197992,126.8869024,1954.0,2009-03-26,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00028,인스빌1 소공원,소공원,,서울특별시 영등포구 문래동4가 67-1,37.514461,126.888327,1194.0,2010-05-13,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00029,인스빌2 소공원,소공원,,서울특별시 영등포구 문래동4가 68-1,37.513622,126.890546,1007.0,2010-05-13,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00030,꽃담 소공원,소공원,,서울특별시 영등포구 당산동5가 4-23,37.53120144,126.900161,2582.0,2010-05-13,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00031,(가칭)신길14재정비촉진구역 소공원,소공원,,서울특별시 영등포구 신길동 4955-3,37.504367,126.906287,1732.0,2007-11-29,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00032,당산역 소공원,소공원,,서울특별시 영등포구 당산동5가 9-29,37.533517,126.900642,417.0,2009-09-10,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00033,파밀리에 소공원,소공원,,서울특별시 영등포구 대림1동 1124-3,37.495012,126.903451,395.0,2007-11-08,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00034,도리미 소공원,소공원,서울특별시 영등포구 도림로 112나길 4,서울특별시 영등포구 도림동 821-3,37.509476,126.9021917,1859.0,2007-07-05,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00035,새말소공원,소공원,,서울특별시 영등포구 당산동4가 85,37.531292,126.8975129,1642.0,2011-02-10,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00036,이음소공원,소공원,,서울특별시 영등포구 당산동4가 98-1,37.527424,126.902467,732.0,2007-08-02,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00037,당산나루소공원,소공원,서울특별시 영등포구 당산로 205,서울특별시 영등포구 당산동5가 9-3,37.532814,126.900128,1339.0,2009-09-10,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00038,(가칭)모아미래도 소공원,소공원,,서울특별시 영등포구 문래동5가 67-2,37.51655014,126.8871262,1505.0,2010-05-20,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00039,(가칭)당산4구역 소공원,소공원,,서울특별시 영등포구 당산동4가 99-1,37.528846,126.903737,396.0,2007-08-02,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00040,(가칭)신길7재정비촉진구역 소공원,소공원,,서울특별시 영등포구 신길동 4950-1,37.501274,126.9162891,1024.1,2007-11-29,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00041,(가칭)신길11재정비촉진구역 소공원,소공원,,서울특별시 영등포구 신길동 4945-1,37.504638,126.906631,1661.4,2007-11-29,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00042,아크로타워 역사공원,역사공원,,서울특별시 영등포구 영등포동7가 205-1,37.52257451,126.9077566,2962.0,2005-12-22,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00043,(가칭)신길5재정비촉진구역 소공원,소공원,,서울특별시 영등포구 신길동 1980-1,37.50373971,126.9175044,1638.0,2007-11-29,서울특별시 영등포구청,02-2670-3761,2023-10-10,3180000
11560-00044,(가칭)신길5구역어린이공원,어린이공원,,서울특별시 영등포구 신길동 541,37.503015,126.920286,1981.0,2007-11-29,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11560-00045,신길9구역 근린공원,근린공원,,서울특별시 영등포구 신길동 243-58,37.503954,126.9145992,13776.0,2007-11-29,서울특별시 영등포구청,02-2670-3758,2023-10-10,3180000
11560-00046,상아현대어린이공원,어린이공원,,서울특별시 영등포구 당산동5가 4-13,37.53047853,126.9029504,1587.0,2013-01-10,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11560-00047,대림3주택어린이공원,어린이공원,,서울특별시 영등포구 대림동 1127-6,37.494598,126.908478,2878.0,2008-10-30,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11380-00048,녹번동,근린공원,,서울특별시 은평구 녹번동 산27,37.6032511658,126.9322993236,25854.7,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01,3110000
11380-00049,거 북 골,근린공원,,서울특별시 은평구구산동 산37-4,37.599915,126.925992,43812.6,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01,3110000
11380-00050,구  산,근린공원,,서울특별시 은평구구산동 산48-7,37.587111,126.919033,12445.7,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01,3110000
11380-00051,상림,근린공원,,서울특별시 은평구진관동 5-3,37.614762,126.907901,4749.8,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01,3110000
11380-00052,못자리골,근린공원,,"서울특별시 은평구진관동13-2, 12-1",37.586731,126.923094,16176.1,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01,3110000
11500-00125,은하수,어린이공원,,서울특별시 강서구 방화동 853,37.570507,126.806548,3825.8,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00126,능말,어린이공원,,서울특별시 강서구 방화동 815,37.577955,126.810607,1520.7,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00127,메아리,어린이공원,,서울특별시 강서구 방화동 826,37.578615,126.814351,1511.6,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00128,느티,어린이공원,,서울특별시 강서구 방화동 799,37.579421,126.810313,1512.9,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00129,돌샘,어린이공원,,서울특별시 강서구 방화동 837,37.576054,126.818966,1500.3,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00130,꿈나무,어린이공원,,서울특별시 강서구 방화동 840,37.575194,126.818941,1500.2,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00131,개화,어린이공원,,서울특별시 강서구 방화동 818,37.580248,126.812534,1512.2,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00132,긴등마을,어린이공원,,서울특별시 강서구 공항동 4-36,37.563075,126.818681,1645.3,,서울특별시 강서구청,02-2600-4202,2024-02-21,3150000
11500-00133,꿈자람,어린이공원,,서울특별시 강서구 공항동 484,37.564793,126.819154,2014.0,,서울특별시 강서구청,02-2600-4267,2024-02-21,3150000
11500-00134,다솜,어린이공원,,서울특별시 강서구 공항동 4,37.563003,126.818161,511.0,,서울특별시 강서구청,02-2600-4267,2024-02-21,3150000
11500-00135,풀잎,어린이공원,,서울특별시 강서구 공항동 705,37.556989,126.816565,1945.0,,서울특별시 강서구청,02-2600-4267,2024-02-21,3150000
11500-00136,푸르미,어린이공원,,서울특별시 강서구 마곡동 316-1,37.570478,126.825219,1494.0,,서울특별시 강서구청,02-2600-4267,2024-02-21,3150000
11500-00137,예솔,어린이공원,,서울특별시 강서구 마곡동 397-1,37.563629,126.822694,864.0,,서울특별시 강서구청,02-2600-4267,2024-02-21,3150000
11500-00138,솔,어린이공원,,서울특별시 강서구 외발산동 69-1,37.555856,126.825767,2000.0,,서울특별시 강서구청,02-2600-4267,2024-02-21,3150000
11140-00039,남대문로5가문화공원,문화공원,,서울특별시 중구 남대문로5가 831-1,37.56472834,126.9869241,1576.2,2020-06-03,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11530-00003,온수(궁동지구),근린공원,,서울특별시 구로구 오류동 산4,37.4978008899,126.8375987367,868.0,1971-08-06,서울특별시 구로구청,02-860-2396,2023-01-27,3160000
11530-00004,온수(벽산지구),근린공원,,서울특별시 구로구 온수동 9-44,37.4945985888,126.8244690989,2607470.0,1971-08-06,서울특별시 구로구청,02-860-2396,2023-01-27,3160000
11530-00005,온수(온수골지구),근린공원,,서울특별시 구로구 온수동 산4-25,37.4940823,126.8218329543,798530.0,1971-08-06,서울특별시 구로구청,02-860-2396,2023-01-27,3160000
11530-00006,온수(온수체육지구),근린공원,,서울특별시 구로구 온수동 산10-4,37.4933039102,126.8193736307,1741320.0,1971-08-06,서울특별시 구로구청,02-860-2396,2023-01-27,3160000
11530-00007,고척,근린공원,,서울특별시 구로구 고척동 산9-14,37.50658242,126.8532783,108120.0,1977-07-09,서울특별시 구로구청,02-860-3165,2023-01-27,3160000
11530-00008,계남,근린공원,,서울특별시 구로구 고척동 산8,37.509285,126.850122,158814.0,1971-08-06,서울특별시 구로구청,02-860-3165,2023-01-27,3160000
11380-00042,진  관,근린공원,,서울특별시 은평구 진관동 산95 일대,37.61634,126.931455,585480.1,,서울시특별시 은평구청 공원녹지과,02-351-8005,2021-05-01,3110000
11380-00043,향   림,근린공원,,서울특별시 은평구진관동 산52,37.6293321935,126.9273553535,202993.0,,서울시특별시 은평구청 공원녹지과,02-351-8016,2021-05-01,3110000
11380-00044,신  사,근린공원,,서울특별시 은평구 신사동 산80-64일대,37.604686,126.915235,71848.1,,서울시특별시 은평구청 공원녹지과,02-351-8004,2021-05-01,3110000
11380-00045,물 푸 레,근린공원,,서울특별시 은평구 진관동 산100-44,37.6378399622,126.9165116853,147441.6,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01,3110000
11380-00046,기 자 촌,근린공원,,서울특별시 은평구 진관동 106-17,37.621404,126.928596,128953.7,,서울시특별시 은평구청 공원녹지과,02-351-8016,2021-05-01,3110000
11380-00047,녹번서,근린공원,,서울특별시 은평구 녹번동 85-1,37.614034,126.920502,29945.0,,서울시특별시 은평구청 공원녹지과,02-351-8008,2021-05-01,3110000
11305-00002,미아도심소,어린이공원,,서울특별시 강북구 미아동 258-148,37.62544556,127.0313106,1127.0,1968-04-25,서울특별시 강북구청,02-901-6952,2023-08-21,3080000
11305-00003,오패,어린이공원,,서울특별시 강북구 미아동 258-236,37.6223139,127.0323129,1084.0,1968-04-25,서울특별시 강북구청,02-901-6952,2023-08-21,3080000
11305-00004,한빛,어린이공원,,서울특별시 강북구 미아동 222-20,37.6275981,127.0229662,1192.1,1964-10-16,서울특별시 강북구청,02-901-6952,2023-08-21,3080000
11305-00005,운산,어린이공원,,서울특별시 강북구 미아동 165-3,37.6321329,127.025456,995.1,1964-10-16,서울특별시 강북구청,02-901-6952,2023-08-21,3080000
11305-00006,솔샘,어린이공원,,서울특별시 강북구 송천동 329-15,37.6184142,127.0270508,1264.1,1964-10-16,서울특별시 강북구청,02-901-6952,2023-08-21,3080000
11305-00007,으뜸,어린이공원,,서울특별시 강북구 미아동 309-43,37.6236134,127.0262421,681.0,1964-10-16,서울특별시 강북구청,02-901-6952,2023-08-21,3080000
11305-00008,세일,어린이공원,,서울특별시 강북구 미아동 159-71,37.6338794,127.0252746,839.7,1964-10-16,서울특별시 강북구청,02-901-6952,2023-08-21,3080000
11500-00118,봉선화,어린이공원,,서울특별시 강서구 방화동 645-13,37.566522,126.806987,552.0,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00119,민들레,어린이공원,,서울특별시 강서구 방화동 648-13,37.567221,126.806731,589.0,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00120,내촌,어린이공원,,서울특별시 강서구 방화동 551-26,37.570073,126.808687,1149.0,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00121,신대부석,어린이공원,,서울특별시 강서구 방화동 411,37.583724,126.816494,1132.0,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00122,목련,어린이공원,,서울특별시 강서구 방화동 616-1,37.564958,126.807825,251.0,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00123,샛별,어린이공원,,서울특별시 강서구 방화동 558,37.572732,126.809505,294.0,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00124,새싹교통,어린이공원,,서울특별시 강서구 방화동 583,37.569485,126.809344,4939.0,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11530-00001,온수(잣절지구),근린공원,,서울특별시 구로구 개봉동 45-2,37.499437985,126.841825611,7732060.0,1971-08-06,서울특별시 구로구청,02-860-2396,2023-01-27,3160000
11530-00002,온수(반달지구),근린공원,,서울특별시 구로구 오류동 18-141,37.4994785457,126.8418368351,152920.0,1971-08-06,서울특별시 구로구청,02-860-2396,2023-01-27,3160000
11680-00084,개포까치공원,어린이공원,,서울특별시 강남구 개포동 169-3,37.48370515,127.0608782,1690.2,,,02-3423-6262,2024-01-19,3220000
11680-00087,개포은행나무공원,어린이공원,,서울특별시 강남구 개포동 1220,37.47602964,127.0492625,1641.7,,,02-3423-6262,2024-01-19,3220000
11680-00088,개포목련공원,어린이공원,,서울특별시 강남구 개포동 1176,37.47429924,127.0524432,1639.1,,,02-3423-6262,2024-01-19,3220000
11680-00089,일원은행나무공원,어린이공원,,서울특별시 강남구 일원동 615-2,37.492002,127.0769753,1500.3,,,02-3423-6262,2024-01-19,3220000
11680-00090,일원목련공원,어린이공원,,서울특별시 강남구 일원동 658,37.491431,127.0855901,1613.8,,,02-3423-6262,2024-01-19,3220000
11680-00091,일원까치공원,어린이공원,,서울특별시 강남구 일원동 712-4,37.4918904,127.0882309,1476.3,,,02-3423-6262,2024-01-19,3220000
11680-00092,궁마을공원,어린이공원,,서울특별시 강남구 수서동 465-15,37.484831,127.0994148,306.0,,,02-3423-6262,2024-01-19,3220000
11680-00093,예지공원,어린이공원,,서울특별시 강남구 개포동 12-7,37.49183156,127.0733493,1535.9,,,02-3423-6262,2024-01-19,3220000
11170-00041,한강대로공원,소공원,,서울특별시 용산구 한강로동 65-587,37.524103,126.963575,466.0,2011-11-17,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
